Foster;EP700HU;EcoPro G2 600 Litre Upright Undermount Refrigerated Cabinet;0;1336.8928;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10125.jpg;700;865;1980;Width:700mm,Depth:865mm,Height:1980mm,Temperature:Refrigerator +1/+4 C,Purpose:General Storage Refrigeration,Note 1:Optional castors supplied as standard increase overall height to 2070mm,Note 2:150mm castors are not available if product is supplied less condensing unit,Note 3:Adequate airflow and service space must be kept above the top of cabinet, 150mm.,Note 4:Depth with door open is 1500mm,Note 5:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 6:Marine kit option includes legs bulkhead brackets & marine shelves.
Foster;EP700LU;EcoPro G2 600 Litre Upright  Undermount Freezer Cabinet;0;1621.8982;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10129.jpg;700;865;1980;Width:700mm,Depth:865mm,Height:1980mm,Temperature:Freezer -18/-21 C,Purpose:General Storage Freezing,Note 1:Optional castors supplied as standard increase overall height to 2070mm,Note 2:150mm castors are not available if product is supplied less condensing unit,Note 3:Adequate airflow and service space must be kept above the top of cabinet, 150mm.,Note 4:Depth with door open is 1500mm,Note 5:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 6:Marine kit option includes legs bulkhead brackets & marine shelves.
Foster;EP700MU;EcoPro G2 600 Litre Upright  Undermount  Meat Cabinet;0;1621.8982;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10133.jpg;700;865;1980;Width:700mm,Depth:865mm,Height:1980mm,Temperature:Meat -2/+2 C,Purpose:General Storage Refrigeration,Note 1:Optional castors supplied as standard increase overall height to 2070mm,Note 2:150mm castors are not available if product is supplied less condensing unit,Note 3:Adequate airflow and service space must be kept above the top of cabinet, 150mm.,Note 4:Depth with door open is 1500mm,Note 5:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 6:Marine kit option includes legs bulkhead brackets & marine shelves.
Foster;EP1440MU;EcoPro G2 1350 Litre Upright Undermount Meat Cabinet;0;2317.815;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10197.jpg;1440;865;1980;Width:1440mm,Depth:865mm,Height:1980mm,Temperature:Meat -2/+2 C,Purpose:General Storage Refrigeration,Note 1:Optional castors supplied as standard increase overall height to 2070mm,Note 2:150mm castors are not available if product is supplied less condensing unit,Note 3:Adequate airflow and service space must be kept above the top of cabinet, 310mm.,Note 4:Depth with door open is 1500mm,Note 5:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 6:Marine kit option includes legs bulkhead brackets & marine shelves.
Foster;EP1440HU;EcoPro G2 1350 Litre Upright Undermount Refrigerated Cabinet;0;2020.219;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10189.jpg;1440;865;1980;Width:1440mm,Depth:865mm,Height:1980mm,Temperature:Refrigerator +1/+4 C,Purpose:General Storage Refrigeration,Note 1:Optional castors supplied as standard increase overall height to 2070mm,Note 2:150mm castors are not available if product is supplied less condensing unit,Note 3:Adequate airflow and service space must be kept above the top of cabinet, 150mm.,Note 4:Depth with door open is 1500mm,Note 5:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 6:Marine kit option includes legs bulkhead brackets & marine shelves.
Foster;EP1440LU;EcoPro G2 1350 Litre Upright  Undermount Freezer Cabinet;0;2317.815;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10193.jpg;1440;865;1980;Width:1440mm,Depth:865mm,Height:1980mm,Temperature:Freezer -18/-21 C,Purpose:General Storage Freezing,Note 1:Optional castors supplied as standard will increase the overall height to 2070mm,Note 2:150mm castors are not available if product is supplied less condensing unit,Note 3:Adequate airflow and service space must be kept above the top of cabinet, 150mm.,Note 4:Depth with door open is 1500mm,Note 5:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 6:Marine kit option includes legs bulkhead brackets & marine shelves.
Foster;EP820HU;EcoPro G2 600 Litre Broadway Upright Undermount Refrigerated Cabinet;0;1760.3948;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10220.jpg;820;745;1980;Width:820mm,Depth:745mm,Height:1980mm,Temperature:Refrigerator +1/+4 C,Purpose:General Storage Refrigeration,Note 1:Optional castors supplied as standard increase overall height to 2070mm,Note 2:150mm castors are not available if product is supplied less condensing unit,Note 3:Adequate airflow and service space must be kept above the top of cabinet, 150mm.,Note 4:Depth with door open is 1500mm,Note 5:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 6:Marine kit option includes legs bulkhead brackets & marine shelves.
Foster;EP820LU;EcoPro G2 600 Litre Broadway Upright Undermount Freezer Cabinet;0;2250.2836;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10224.jpg;820;745;1980;Width:820mm,Depth:745mm,Height:1980mm,Temperature:Freezer -18/-21 C,Purpose:General Storage Freezing,Note 1:Optional castors supplied as standard increase overall height to 2070mm,Note 2:150mm castors are not available if product is supplied less condensing unit,Note 3:Adequate airflow and service space must be kept above the top of cabinet, 150mm.,Note 4:Depth with door open is 1500mm,Note 5:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 6:Marine kit option includes legs bulkhead brackets & marine shelves.
Foster;EP700HL;EcoPro G2 600 Litre Upright Dual Temperature Refrigerated Cabinet;0;2789.3902;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10137.jpg;700;840;2080;Width:700mm,Depth:840mm,Height:2080mm,Temperature:Dual temp +1/+4 C & 18/-21 C,Purpose:General Storage Refrigeration,Note 1:150mm castors are not available if product is supplied less condensing unit,Note 2:Adequate airflow and service space must be kept above the top of cabinet, 310mm.,Note 3:Depth with door open is 1500mm,Note 4:Decibel rating measured 1m high from the floor and 1m out from the cabinet.
Foster;EP700F;EcoPro G2 600 Litre Upright Fish Cabinet;0;2549.0242;http://data.klsonline.co.uk/imagehost/suppliers/foster/;10139.jpg;700;820;2080;Width:700mm,Depth:820mm,Height:2080mm,Temperature:Fish +1/+1 C,Purpose:General Storage Refrigeration,Note 1:Hydrocarbon option not available on glass door models,Note 2:Depth with door open is 1500mm,Note 3:Decibel rating measured 1m high from the floor and 1m out from the cabinet.,Note 4:Adequate airflow and service space must be kept above the top of cabinet, 310mm.
